timestamp,deployment_name,current_replicas,current_request,predicted_request
2026-02-06 04:22:21,test-app,2,23.999999999999996,23.998787
2026-02-06 04:23:21,test-app,2,23.999999999999996,23.998787
2026-02-06 04:24:21,test-app,2,23.999999999999996,23.998787
2026-02-06 04:25:21,test-app,2,23.999999999999996,23.998787
2026-02-06 04:26:21,test-app,2,23.999999999999996,23.998787
2026-02-06 04:27:21,test-app,2,23.999999999999996,23.998787
2026-02-06 04:28:21,test-app,2,23.999999999999996,23.998787
2026-02-06 04:29:21,test-app,2,4797.730991600305,N/A
2026-02-06 04:30:21,test-app,2,5513.454545454545,5376.8853
2026-02-06 04:31:21,test-app,4,1713.0760454545455,2321.1995
2026-02-06 04:32:21,test-app,4,5646.545454545455,7745.8726
2026-02-06 04:33:21,test-app,4,5589.818181818181,3891.1545
2026-02-06 04:34:21,test-app,4,1797.8181818181818,1602.9182
2026-02-06 04:35:21,test-app,4,5697.818181818181,9608.942
2026-02-06 04:36:21,test-app,4,5558.181818181818,2629.1658
2026-02-06 04:37:21,test-app,4,1855.580278212525,1219.6792
2026-02-06 04:38:21,test-app,3,5719.636363636363,9912.21
2026-02-06 04:39:21,test-app,4,5407.23628,1390.4374
2026-02-06 04:40:21,test-app,3,1827.2727272727273,1324.2262
2026-02-06 04:41:22,test-app,3,5720.727272727273,10464.654
2026-02-06 04:42:22,test-app,4,5423.66709090909,1336.9336
2026-02-06 04:43:22,test-app,3,1881.8181818181818,1354.6683
2026-02-06 04:44:22,test-app,3,5710.90909090909,10408.156
2026-02-06 04:45:22,test-app,4,5454.520545454545,1455.8425
2026-02-06 04:46:22,test-app,3,1801.0909090909092,1478.2451
2026-02-06 04:47:22,test-app,3,5721.818181818182,10261.778
2026-02-06 04:48:22,test-app,4,5349.461527272727,1476.0999
2026-02-06 04:49:22,test-app,3,1837.090909090909,1444.7721
2026-02-06 04:50:22,test-app,3,5694.545454545454,10209.457
2026-02-06 04:51:22,test-app,4,5308.017412727272,1492.5404
2026-02-06 04:52:22,test-app,3,1786.909090909091,1466.2437
2026-02-06 04:53:22,test-app,3,5660.727272727273,10125.5205
2026-02-06 04:54:22,test-app,4,5222.896848484848,1451.25
2026-02-06 04:55:22,test-app,3,1781.4545454545453,1461.2412
2026-02-06 04:56:22,test-app,3,5712.0,10086.034
2026-02-06 04:57:22,test-app,4,5432.012789090909,1735.4764
2026-02-06 04:58:22,test-app,4,1869.8181818181818,1524.0474
2026-02-06 04:59:22,test-app,4,5717.454545454545,9977.398
2026-02-06 05:00:22,test-app,4,5336.727272727272,1740.0863
2026-02-06 05:01:22,test-app,4,1840.3636363636363,1534.8499
2026-02-06 05:02:22,test-app,4,5723.999999999999,10049.615
2026-02-06 05:03:22,test-app,4,5482.90909090909,1831.2964
2026-02-06 05:04:23,test-app,4,1782.5454545454545,1498.6355
2026-02-06 05:05:23,test-app,3,5696.727272727272,10048.799
2026-02-06 05:06:23,test-app,4,5203.946117171717,1485.7344
2026-02-06 05:07:23,test-app,3,1829.4545454545455,1465.4463
2026-02-06 05:08:23,test-app,3,5713.090909090909,10264.352
2026-02-06 05:09:23,test-app,4,5423.761192727272,1600.9581
2026-02-06 05:10:23,test-app,4,1905.8181818181818,1415.0233
2026-02-06 05:11:23,test-app,3,5783.999999999999,10035.833
2026-02-06 05:12:23,test-app,4,5231.351636363635,1602.2985
2026-02-06 05:13:23,test-app,4,1768.3636363636363,1616.1757
2026-02-06 05:14:23,test-app,4,5734.909090909091,9884.026
2026-02-06 05:15:23,test-app,4,5474.181818181818,2020.4465
2026-02-06 05:16:23,test-app,4,1772.7272727272725,1653.4535
