timestamp,deployment_name,current_replicas,current_request,predicted_request
2025-07-05 21:07:42,test-app,2,23.999999999999996,31.838688
2025-07-05 21:08:42,test-app,2,875.66165,N/A
2025-07-05 21:09:42,test-app,2,2354.181818181818,N/A
2025-07-05 21:10:42,test-app,2,6937.090909090909,N/A
2025-07-05 21:11:42,test-app,2,6302.181818181818,3191.2175
2025-07-05 21:12:42,test-app,7,5153.911032323232,5518.494
2025-07-05 21:13:42,test-app,12,2932.987076767677,3427.439
2025-07-05 21:14:42,test-app,9,5617.09090909091,6143.787
2025-07-05 21:15:42,test-app,13,6380.534716078454,7531.8423
2025-07-05 21:16:42,test-app,16,6114.657861818183,5778.099
2025-07-05 21:17:42,test-app,13,5620.363636363637,5584.1265
2025-07-05 21:18:42,test-app,12,4975.613991302956,4824.2124
2025-07-05 21:19:42,test-app,12,3355.636363636365,4022.1382
2025-07-05 21:20:42,test-app,10,3574.909090909092,3995.8562
2025-07-05 21:21:42,test-app,8,3986.181818181819,4202.5615
2025-07-05 21:22:42,test-app,9,5514.230734545456,5819.0625
2025-07-05 21:23:42,test-app,12,3442.3145400000008,4150.1743
2025-07-05 21:24:42,test-app,10,2671.636363636364,4797.1733
2025-07-05 21:25:42,test-app,10,2959.636363636364,3538.3064
2025-07-05 21:26:42,test-app,8,2438.1818181818185,3043.9534
2025-07-05 21:27:42,test-app,8,2798.1636704113666,2847.7043
2025-07-05 21:28:43,test-app,6,5352.0,5781.7275
2025-07-05 21:29:43,test-app,12,3167.2727975757575,2475.324
2025-07-05 21:30:43,test-app,7,2554.935988733065,4006.034
2025-07-05 21:31:43,test-app,9,2635.101269487618,2313.4534
2025-07-05 21:32:43,test-app,6,5001.818181818182,4555.281
2025-07-05 21:33:43,test-app,10,5198.555479324847,5644.1187
2025-07-05 21:34:43,test-app,12,3047.809303972499,2526.8933
2025-07-05 21:35:43,test-app,8,5695.5606826362755,6851.766
2025-07-05 21:36:43,test-app,14,6458.077056687705,6862.7686
2025-07-05 21:37:43,test-app,14,5536.363636363639,4102.483
2025-07-05 21:38:43,test-app,11,6472.571488885491,6875.7495
2025-07-05 21:39:43,test-app,14,6298.619688100612,6466.133
2025-07-05 21:40:43,test-app,13,4359.272727272729,4675.6
2025-07-05 21:41:43,test-app,11,4099.636363636364,5544.778
2025-07-05 21:42:43,test-app,12,3715.2894909090915,4732.986
2025-07-05 21:43:43,test-app,12,1575.2727272727268,4464.6187
2025-07-05 21:44:43,test-app,10,3747.272727272728,3984.2856
2025-07-05 21:45:43,test-app,8,4644.0321339841685,4502.425
2025-07-05 21:46:43,test-app,10,4795.305687272728,5027.946
2025-07-05 21:47:43,test-app,11,4420.49589708519,3954.6384
2025-07-05 21:48:43,test-app,9,3926.181818181819,3375.1575
2025-07-05 21:49:43,test-app,7,1526.1939576869481,3127.4758
2025-07-05 21:50:44,test-app,7,3521.454545454546,3664.72
2025-07-05 21:51:44,test-app,8,3918.9919727272736,4037.1038
2025-07-05 21:52:44,test-app,9,2582.0498090909095,3027.538
2025-07-05 21:53:44,test-app,7,3725.454545454546,3807.118
2025-07-05 21:54:44,test-app,7,3933.8181818181824,4325.232
2025-07-05 21:55:44,test-app,9,3201.804044444444,2600.7515
2025-07-05 21:56:44,test-app,7,3549.8466858522866,3750.2603
2025-07-05 21:57:44,test-app,8,3355.4391636363644,3413.318
2025-07-05 21:58:44,test-app,7,1874.1818181818178,2808.1162
2025-07-05 21:59:44,test-app,6,4851.272727272728,4637.747
2025-07-05 22:00:44,test-app,10,5916.35470438179,6750.8936
2025-07-05 22:01:44,test-app,14,6374.500199887144,6459.424
2025-07-05 22:02:44,test-app,13,5751.214420643986,5076.9185
2025-07-05 22:03:44,test-app,11,5396.727272727273,5401.1763
2025-07-05 22:04:44,test-app,11,6522.545454545456,7056.599
2025-07-05 22:05:44,test-app,15,5614.176404970204,5624.437
2025-07-05 22:06:44,test-app,13,5536.363636363637,5702.253
2025-07-05 22:07:44,test-app,12,6206.630633015261,6599.8647
