timestamp,deployment_name,current_replicas,current_request,predicted_request
2026-02-06 01:57:22,test-app,2,23.999999999999996,23.999468
2026-02-06 01:58:22,test-app,2,23.999999999999996,23.999468
2026-02-06 01:59:22,test-app,2,23.999999999999996,23.999468
2026-02-06 02:00:22,test-app,2,23.999999999999996,23.999468
2026-02-06 02:01:22,test-app,2,23.999999999999996,23.999468
2026-02-06 02:02:22,test-app,2,23.999999999999996,23.999468
2026-02-06 02:03:22,test-app,2,23.999999999999996,23.999468
2026-02-06 02:04:22,test-app,2,23.999999999999996,23.999468
2026-02-06 02:05:22,test-app,2,6242.181818181818,6017.342
2026-02-06 02:06:22,test-app,4,4361.964254545454,4510.554
2026-02-06 02:07:22,test-app,4,2168.7272727272725,2658.307
2026-02-06 02:08:22,test-app,4,6463.636363636363,7227.129
2026-02-06 02:09:22,test-app,4,4425.881854712737,4304.334
2026-02-06 02:10:22,test-app,4,2139.2727272727275,2573.038
2026-02-06 02:11:22,test-app,4,6378.662170471902,7640.1406
2026-02-06 02:12:22,test-app,4,4441.172078630512,4071.299
2026-02-06 02:13:22,test-app,4,2045.4545454545453,2488.1917
2026-02-06 02:14:22,test-app,4,6475.750143812112,7548.364
2026-02-06 02:15:22,test-app,4,4425.880724072553,4159.1396
2026-02-06 02:16:22,test-app,4,2066.181818181818,2921.5815
2026-02-06 02:17:22,test-app,4,6483.272727272727,7574.152
2026-02-06 02:18:22,test-app,4,4469.454545454545,4165.6396
2026-02-06 02:19:22,test-app,4,1980.0,2875.1514
2026-02-06 02:20:23,test-app,4,6586.90909090909,7691.641
2026-02-06 02:21:23,test-app,4,4428.0,4154.3755
2026-02-06 02:22:23,test-app,4,2128.363636363636,2970.314
2026-02-06 02:23:23,test-app,4,6469.209291254239,7557.7656
2026-02-06 02:24:23,test-app,4,4369.090909090909,4098.494
2026-02-06 02:25:23,test-app,4,2093.4545454545455,2936.2817
2026-02-06 02:26:23,test-app,4,6422.181818181818,7498.2417
2026-02-06 02:27:23,test-app,4,4546.909090909091,4204.559
2026-02-06 02:28:23,test-app,4,2011.6363636363635,2818.2695
2026-02-06 02:29:23,test-app,4,6490.90909090909,7568.9204
2026-02-06 02:30:23,test-app,4,4450.909090909091,4142.6274
2026-02-06 02:31:23,test-app,4,2117.4545454545455,2935.547
2026-02-06 02:32:23,test-app,4,6503.999999999999,7593.323
2026-02-06 02:33:23,test-app,4,4495.636363636363,4195.777
2026-02-06 02:34:23,test-app,4,2181.8181818181815,2938.8599
2026-02-06 02:35:23,test-app,4,6473.454545454545,7529.759
2026-02-06 02:36:23,test-app,4,4525.090909090909,4143.868
2026-02-06 02:37:23,test-app,4,2073.818181818182,2859.311
2026-02-06 02:38:23,test-app,4,6514.909090909091,7612.94
2026-02-06 02:39:23,test-app,4,4436.810187848372,4132.0337
2026-02-06 02:40:23,test-app,4,2100.0,2947.674
2026-02-06 02:41:23,test-app,4,6411.272727272727,7493.7305
2026-02-06 02:42:23,test-app,4,4324.438299644933,4054.2405
2026-02-06 02:43:24,test-app,4,2040.0,2933.7742
2026-02-06 02:44:24,test-app,4,6404.81171369678,7491.5757
2026-02-06 02:45:24,test-app,4,4423.636363636363,4081.2942
2026-02-06 02:46:24,test-app,4,2169.818181818182,2924.4885
2026-02-06 02:47:24,test-app,4,6381.818181818182,7421.3564
2026-02-06 02:48:24,test-app,4,4468.363636363636,4097.746
2026-02-06 02:49:24,test-app,4,2148.0,2874.3228
2026-02-06 02:50:24,test-app,4,6435.355502035648,7496.8643
2026-02-06 02:51:24,test-app,4,4483.636363636363,4178.841
2026-02-06 02:52:24,test-app,4,2148.0,2912.833
2026-02-06 02:53:24,test-app,4,6351.272727272727,7419.4434
2026-02-06 02:54:24,test-app,4,4422.6306706603455,4112.885
2026-02-06 02:55:24,test-app,4,2116.3636363636365,2938.8362
2026-02-06 02:56:24,test-app,4,6429.818181818181,7496.4736
2026-02-06 02:57:24,test-app,4,4384.363636363636,4064.5706
2026-02-06 02:58:24,test-app,4,2109.818181818182,2934.605
2026-02-06 02:59:24,test-app,4,6303.272727272727,7361.9565
2026-02-06 03:00:24,test-app,4,4408.363636363636,4090.3167
2026-02-06 03:01:24,test-app,4,2068.363636363636,2898.7476
2026-02-06 03:02:24,test-app,4,6416.727272727272,7481.971
2026-02-06 03:03:24,test-app,4,4467.357784698391,4131.426
2026-02-06 03:04:24,test-app,4,2102.181818181818,2887.7517
2026-02-06 03:05:24,test-app,4,6519.272727272726,7585.2397
2026-02-06 03:06:25,test-app,4,4190.181818181818,4175.98
2026-02-06 03:07:25,test-app,4,2174.181818181818,3128.8042
2026-02-06 03:08:25,test-app,4,6530.181818181818,7708.6733
2026-02-06 03:09:25,test-app,4,4284.0,4155.4756
2026-02-06 03:10:25,test-app,4,2246.1408029829236,3089.0615
2026-02-06 03:11:25,test-app,4,6555.272727272727,7695.4546
2026-02-06 03:12:25,test-app,4,4195.636363636363,4062.6199
2026-02-06 03:13:25,test-app,4,2180.7272727272725,3066.4763
2026-02-06 03:14:25,test-app,4,6528.0,7682.388
2026-02-06 03:15:25,test-app,4,4291.636363636363,4117.089
2026-02-06 03:16:25,test-app,4,2101.090909090909,2974.389
